"scenario","region","subRegion","sources","x","xLabel","vintage","units","value","aggregate","ghg","sector","classPalette1","classPalette2","origScen","origQuery","origValue","origUnits","origX","class2","class1","classLabel1","classLabel2","param"
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-94.2304916666667,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",25.699225,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-117.816783333333,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",32.13185,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-130.348449,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",35.549577,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-134.924252833333,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",36.7975235,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-139.839460566667,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",38.1380347,"MTC",2080,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)",-144.355689866667,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",39.3697336,"MTC",2085,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)",-146.7691104,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",40.0279392,"MTC",2090,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)",-146.582161,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",39.976953,"MTC",2095,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)",-144.9392483,"sum","CO2","cement","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",39.5288859,"MTC",2100,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)",-2.33066533333333,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",0.635636,"MTC",2045,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)",-5.62201566666667,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.533277,"MTC",2050,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","CO2 emissions - (MTCO2)",-8.35416266666667,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.278408,"MTC",2055,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-10.7076786666667,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.920276,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-11.6792683333333,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",3.185255,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-11.006116,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",3.001668,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-9.55150753333333,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.6049566,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-7.86259991,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.14434543,"MTC",2080,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)",-6.70053563666667,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.82741881,"MTC",2085,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)",-5.99188800466667,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.634151274,"MTC",2090,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)",-5.6358777662,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.5370575726,"MTC",2095,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)",-5.5144516141,"sum","CO2","chemical energy use","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.5039413493,"MTC",2100,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)",-7.00197666666667,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.90963,"MTC",1975,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)",-9.72198333333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.65145,"MTC",1990,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)",-27.20344,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",7.41912,"MTC",2005,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)",-22.1436966666667,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",6.03919,"MTC",2010,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)",-28.03812,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",7.64676,"MTC",2015,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)",-29.47747,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",8.03931,"MTC",2020,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)",-33.0650833333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",9.01775,"MTC",2025,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)",-36.2825833333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",9.89525,"MTC",2030,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)",-39.7943333333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",10.853,"MTC",2035,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)",-43.7085,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",11.9205,"MTC",2040,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)",-58.729,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",16.017,"MTC",2045,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)",-66.1815,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",18.0495,"MTC",2050,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","CO2 emissions - (MTCO2)",-72.1361666666667,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",19.6735,"MTC",2055,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-87.7517666666667,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",23.9323,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-108.222033333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",29.5151,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-130.4963,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",35.5899,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-130.0343,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",35.4639,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-145.026566666667,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",39.5527,"MTC",2080,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)",-140.657733333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",38.3612,"MTC",2085,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)",-132.925833333333,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",36.2525,"MTC",2090,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)",-122.9514,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",33.5322,"MTC",2095,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)",-114.3494,"sum","CO2","chemical feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",31.1862,"MTC",2100,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)",-1.93436466666667,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",0.527554,"MTC",1975,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)",-4.43127666666667,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",1.20853,"MTC",1990,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)",-9.83125,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.68125,"MTC",2005,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)",-12.7102433333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",3.46643,"MTC",2010,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)",-16.6391133333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",4.53794,"MTC",2015,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)",-17.12711,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",4.67103,"MTC",2020,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)",-18.25802,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",4.97946,"MTC",2025,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)",-19.4570566666667,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.30647,"MTC",2030,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)",-20.5628133333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.60804,"MTC",2035,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)",-21.32966,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.81718,"MTC",2040,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)",-21.66582,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.90886,"MTC",2045,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)",-21.76867,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.93691,"MTC",2050,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","CO2 emissions - (MTCO2)",-21.5842366666667,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.88661,"MTC",2055,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-21.4100333333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.8391,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-21.24309,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.79357,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-20.9219633333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.70599,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-20.0803533333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.47646,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-19.5092333333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.3207,"MTC",2080,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)",-19.00789,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.18397,"MTC",2085,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)",-18.3489533333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",5.00426,"MTC",2090,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)",-17.5633333333333,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",4.79,"MTC",2095,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)",-16.81262,"sum","CO2","construction feedstocks","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",4.58526,"MTC",2100,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)",-13.4913166666667,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",3.67945,"MTC",2045,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)",-34.7797642023333,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",9.485390237,"MTC",2050,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","CO2 emissions - (MTCO2)",-56.4841979313333,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",15.404781254,"MTC",2055,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-136.828698908,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",37.316917884,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-304.570978317467,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",83.0648122684,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-481.441211606164,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",131.302148619863,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-391.031522777798,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",106.644960757581,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-156.460830477068,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",42.6711355846549,"MTC",2080,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)",-176.975875711066,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",48.2661479211999,"MTC",2085,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)",-207.93976634801,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",56.7108453676391,"MTC",2090,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)",-240.620172742049,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",65.6236834751043,"MTC",2095,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)",-274.699116727763,"sum","CO2","elec_biomass (conv CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",74.9179409257536,"MTC",2100,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)",-9.33093564333333,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",2.54480063,"MTC",2045,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)",-23.8538621236667,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",6.505598761,"MTC",2050,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2055,"Year","Vint_2055","CO2 emissions - (MTCO2)",-44.8473873122,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",12.2311056306,"MTC",2055,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2060,"Year","Vint_2060","CO2 emissions - (MTCO2)",-94.7304466262,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",25.8355763526,"MTC",2060,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2065,"Year","Vint_2065","CO2 emissions - (MTCO2)",-163.41437656995,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",44.56755724635,"MTC",2065,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2070,"Year","Vint_2070","CO2 emissions - (MTCO2)",-239.474518629655,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",65.3112323535422,"MTC",2070,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2075,"Year","Vint_2075","CO2 emissions - (MTCO2)",-284.515663499302,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",77.5951809543551,"MTC",2075,NA,NA,NA,NA,NA
"Policycosts_1","India","India","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)",-217.618230269214,"sum","CO2","elec_biomass (IGCC CCS)","pal_all","pal_all","Policycosts_1","CO2 sequestration by sector",59.3504264370583,"MTC",2080,NA,NA,NA,NA,NA
