"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2052,"vint_2052","CO2 (GTC)",43.6484067126722
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2053,"vint_2053","CO2 (GTC)",44.4712063127896
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2054,"vint_2054","CO2 (GTC)",45.2456058698788
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2055,"vint_2055","CO2 (GTC)",45.9716053839398
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2056,"vint_2056","CO2 (GTC)",46.6492049596903
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2057,"vint_2057","CO2 (GTC)",47.2784045971303
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2058,"vint_2058","CO2 (GTC)",47.8592042962597
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2059,"vint_2059","CO2 (GTC)",48.3916040570787
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2060,"vint_2060","CO2 (GTC)",48.8756038795872
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2061,"vint_2061","CO2 (GTC)",49.3112039462256
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2062,"vint_2062","CO2 (GTC)",49.698404256994
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2063,"vint_2063","CO2 (GTC)",50.0372048118923
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2064,"vint_2064","CO2 (GTC)",50.3276056109206
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2065,"vint_2065","CO2 (GTC)",50.5696066540788
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2066,"vint_2066","CO2 (GTC)",50.7632095003776
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2067,"vint_2067","CO2 (GTC)",50.908414149817
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2068,"vint_2068","CO2 (GTC)",51.0052206023969
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2069,"vint_2069","CO2 (GTC)",51.0536288581174
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2070,"vint_2070","CO2 (GTC)",51.0536389169785
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2071,"vint_2071","CO2 (GTC)",51.05364888871
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2072,"vint_2072","CO2 (GTC)",51.0536587733121
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2073,"vint_2073","CO2 (GTC)",51.0536685707846
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2074,"vint_2074","CO2 (GTC)",51.0536782811277
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2075,"vint_2075","CO2 (GTC)",51.0536879043412
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2076,"vint_2076","CO2 (GTC)",51.0536975518113
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2077,"vint_2077","CO2 (GTC)",51.0537072235379
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2078,"vint_2078","CO2 (GTC)",51.0537169195211
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2079,"vint_2079","CO2 (GTC)",51.0537266397608
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2080,"vint_2080","CO2 (GTC)",51.0537363842571
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2081,"vint_2081","CO2 (GTC)",51.0537461963517
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2082,"vint_2082","CO2 (GTC)",51.0537560760446
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2083,"vint_2083","CO2 (GTC)",51.0537660233358
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2084,"vint_2084","CO2 (GTC)",51.0537760382253
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2085,"vint_2085","CO2 (GTC)",51.0537861207132
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2086,"vint_2086","CO2 (GTC)",51.053796191813
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2087,"vint_2087","CO2 (GTC)",51.0538062515248
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2088,"vint_2088","CO2 (GTC)",51.0538162998485
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2089,"vint_2089","CO2 (GTC)",51.0538263367841
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2090,"vint_2090","CO2 (GTC)",51.0538363623318
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2091,"vint_2091","CO2 (GTC)",51.0538464548915
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2092,"vint_2092","CO2 (GTC)",51.0538566144634
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2093,"vint_2093","CO2 (GTC)",51.0538668410474
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2094,"vint_2094","CO2 (GTC)",51.0538771346435
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2095,"vint_2095","CO2 (GTC)",51.0538874952518
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2096,"vint_2096","CO2 (GTC)",51.053897789964
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2097,"vint_2097","CO2 (GTC)",51.0539080187801
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2098,"vint_2098","CO2 (GTC)",51.0539181817001
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2099,"vint_2099","CO2 (GTC)",51.053928278724
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel2","class2","year",2100,"vint_2100","CO2 (GTC)",51.0539383098519
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",1975,"Vint_1975","CO2 (MTC)",35.1929118
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",1990,"Vint_1990","CO2 (MTC)",162.91283410716
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2005,"Vint_2005","CO2 (MTC)",336.1579527333
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2010,"Vint_2010","CO2 (MTC)",493.331514331
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2015,"Vint_2015","CO2 (MTC)",625.1730626
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2020,"Vint_2020","CO2 (MTC)",720.097526210098
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2025,"Vint_2025","CO2 (MTC)",901.512760571492
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2030,"Vint_2030","CO2 (MTC)",1118.29744776048
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2035,"Vint_2035","CO2 (MTC)",1347.84817091828
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2040,"Vint_2040","CO2 (MTC)",1580.7938107807
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2045,"Vint_2045","CO2 (MTC)",1200.99995170963
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2050,"Vint_2050","CO2 (MTC)",967.999729202079
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2055,"Vint_2055","CO2 (MTC)",725.999514060991
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2060,"Vint_2060","CO2 (MTC)",483.999822508471
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2065,"Vint_2065","CO2 (MTC)",242.001043158223
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2070,"Vint_2070","CO2 (MTC)",0.0100588610749014
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2075,"Vint_2075","CO2 (MTC)",0.0096232135223277
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2080,"Vint_2080","CO2 (MTC)",0.0097444962822123
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2085,"Vint_2085","CO2 (MTC)",0.0100824878545091
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2090,"Vint_2090","CO2 (MTC)",0.0100255476183969
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2095,"Vint_2095","CO2 (MTC)",0.0103606082678679
"Policycosts_1","Global","Global","emissCO2BySector","classLabel2","class2","Year",2100,"Vint_2100","CO2 (MTC)",0.0100311278504996
"Policycosts_1","India","India",NA,NA,NA,"Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",-7.00197666666667
"Policycosts_1","India","India",NA,NA,NA,"Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",-1.93436466666667
"Policycosts_1","India","India",NA,NA,NA,"Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",-2.25926433333333
"Policycosts_1","India","India","emissCO2BySector","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",129.0406766
"Policycosts_1","India","India","emissCO2BySectorNoBio","ghg","CO2","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",129.0406766
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","agricultural energy use","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",2.3146733904
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","agricultural energy use","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",2.3146733904
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","biomass","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",-70.8227666666667
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","ghg","CH4","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",31.25164056
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","CH4","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",529.602137136514
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","CH4","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",529.602137136514
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","chemical energy use","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",4.91800706633333
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","chemical energy use","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",4.91800706633333
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","CO2","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",129.0406766
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","CO2","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",129.0406766
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","coal","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",28.9098132725
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","coal","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",28.9098132725
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","crops","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",205.770258285473
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","crops","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",205.770258285473
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","crude oil","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",2.13759233508
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","crude oil","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",2.13759233508
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","Fruits","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.354033851860165
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","Fruits","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.354033851860165
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","industry","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",125.656019452847
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","industry","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",54.83325278618
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","International Aviation","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",1.43785033333333
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","International Aviation","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",1.43785033333333
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","International Shipping","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.544459666666667
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","International Shipping","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.544459666666667
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","iron and steel","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",36.0712174353567
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","iron and steel","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",36.0712174353567
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","Legumes","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",3.8408208619893
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","Legumes","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",3.8408208619893
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","livestock","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",254.4186655157
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","livestock","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",254.4186655157
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","ghg","N2O","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.0246513829755
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","N2O","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",76.7509681940622
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","N2O","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",76.7509681940622
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","natural gas","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.2288863353955
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","natural gas","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.2288863353955
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","NutsSeeds","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",1.38629864808938
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","NutsSeeds","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",1.38629864808938
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","Soybean","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.018696136140572
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","Soybean","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.018696136140572
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","transport","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",35.8412122984
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","transport","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",35.8412122984
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","urban processes","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",101.59738275
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","urban processes","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",101.59738275
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","Vegetables","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.77066096167888
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","Vegetables","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.77066096167888
"Policycosts_1","India","India","emissCO2BySector","ghg","CO2","Year",1980,"Vint_1980","CO2 emissions - (MTCO2)",38.6213244916991
"Policycosts_1","India","India","emissCO2BySectorNoBio","ghg","CO2","Year",1980,"Vint_1980","CO2 emissions - (MTCO2)",38.6213244916991
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","CO2","Year",1980,"Vint_1980","GHG emissions (MTCO2eq)",38.6213244916991
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","CO2","Year",1980,"Vint_1980","GHG emissions (MTCO2eq)",38.6213244916991
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","LUC","Year",1980,"Vint_1980","GHG emissions (MTCO2eq)",38.6213244916991
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","LUC","Year",1980,"Vint_1980","GHG emissions (MTCO2eq)",38.6213244916991
"Policycosts_1","India","India","emissCO2BySector","ghg","CO2","Year",1985,"Vint_1985","CO2 emissions - (MTCO2)",30.8928990652312
"Policycosts_1","India","India","emissCO2BySectorNoBio","ghg","CO2","Year",1985,"Vint_1985","CO2 emissions - (MTCO2)",30.8928990652312
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","CO2","Year",1985,"Vint_1985","GHG emissions (MTCO2eq)",30.8928990652312
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","CO2","Year",1985,"Vint_1985","GHG emissions (MTCO2eq)",30.8928990652312
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","LUC","Year",1985,"Vint_1985","GHG emissions (MTCO2eq)",30.8928990652312
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","LUC","Year",1985,"Vint_1985","GHG emissions (MTCO2eq)",30.8928990652312
"Policycosts_1","India","India",NA,NA,NA,"Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",-9.72198333333333
"Policycosts_1","India","India",NA,NA,NA,"Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",-4.43127666666667
"Policycosts_1","India","India",NA,NA,NA,"Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",-4.75618
"Policycosts_1","India","India","emissCO2BySector","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",29.9544922793324
"Policycosts_1","India","India","emissCO2BySectorNoBio","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",29.9544922793324
"Policycosts_1","India","India","emissCO2BySector","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",597.34705839292
"Policycosts_1","India","India","emissCO2BySectorNoBio","ghg","CO2","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",597.346765059587
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",29.9544922793324
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",29.9544922793324
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","LUC","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",29.9544922793324
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","LUC","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",29.9544922793324
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","agricultural energy use","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",12.9190780457217
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","agricultural energy use","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",12.9190780457217
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","alumina","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",0.844479677163333
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","alumina","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",0.789663571863648
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","biomass","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",-113.188533333333
"Policycosts_1","India","India","emissGHGByGasGWPAR5","sector","building","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",148.843973337657
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","sector","building","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",126.225961657743
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","ghg","C2F6","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",0.0522927105
