"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2046,"vint_2046","CO2 (GTC)",37.7060081995353
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2047,"vint_2047","CO2 (GTC)",38.8138080622419
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2048,"vint_2048","CO2 (GTC)",39.875007880447
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2049,"vint_2049","CO2 (GTC)",40.8896076541506
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2050,"vint_2050","CO2 (GTC)",41.8576073833527
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2051,"vint_2051","CO2 (GTC)",42.7772070695265
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2052,"vint_2052","CO2 (GTC)",43.6484067126722
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2053,"vint_2053","CO2 (GTC)",44.4712063127896
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2054,"vint_2054","CO2 (GTC)",45.2456058698788
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2055,"vint_2055","CO2 (GTC)",45.9716053839398
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2056,"vint_2056","CO2 (GTC)",46.6492049596903
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2057,"vint_2057","CO2 (GTC)",47.2784045971303
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2058,"vint_2058","CO2 (GTC)",47.8592042962597
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2059,"vint_2059","CO2 (GTC)",48.3916040570787
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2060,"vint_2060","CO2 (GTC)",48.8756038795872
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2061,"vint_2061","CO2 (GTC)",49.3112039462256
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2062,"vint_2062","CO2 (GTC)",49.698404256994
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2063,"vint_2063","CO2 (GTC)",50.0372048118923
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2064,"vint_2064","CO2 (GTC)",50.3276056109206
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2065,"vint_2065","CO2 (GTC)",50.5696066540788
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2066,"vint_2066","CO2 (GTC)",50.7632095003776
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2067,"vint_2067","CO2 (GTC)",50.908414149817
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2068,"vint_2068","CO2 (GTC)",51.0052206023969
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2069,"vint_2069","CO2 (GTC)",51.0536288581174
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2070,"vint_2070","CO2 (GTC)",51.0536389169785
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2071,"vint_2071","CO2 (GTC)",51.05364888871
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2072,"vint_2072","CO2 (GTC)",51.0536587733121
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2073,"vint_2073","CO2 (GTC)",51.0536685707846
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2074,"vint_2074","CO2 (GTC)",51.0536782811277
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2075,"vint_2075","CO2 (GTC)",51.0536879043412
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2076,"vint_2076","CO2 (GTC)",51.0536975518113
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2077,"vint_2077","CO2 (GTC)",51.0537072235379
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2078,"vint_2078","CO2 (GTC)",51.0537169195211
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2079,"vint_2079","CO2 (GTC)",51.0537266397608
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2080,"vint_2080","CO2 (GTC)",51.0537363842571
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2081,"vint_2081","CO2 (GTC)",51.0537461963517
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2082,"vint_2082","CO2 (GTC)",51.0537560760446
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2083,"vint_2083","CO2 (GTC)",51.0537660233358
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2084,"vint_2084","CO2 (GTC)",51.0537760382253
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2085,"vint_2085","CO2 (GTC)",51.0537861207132
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2086,"vint_2086","CO2 (GTC)",51.053796191813
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2087,"vint_2087","CO2 (GTC)",51.0538062515248
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2088,"vint_2088","CO2 (GTC)",51.0538162998485
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2089,"vint_2089","CO2 (GTC)",51.0538263367841
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2090,"vint_2090","CO2 (GTC)",51.0538363623318
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2091,"vint_2091","CO2 (GTC)",51.0538464548915
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2092,"vint_2092","CO2 (GTC)",51.0538566144634
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2093,"vint_2093","CO2 (GTC)",51.0538668410474
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2094,"vint_2094","CO2 (GTC)",51.0538771346435
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2095,"vint_2095","CO2 (GTC)",51.0538874952518
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2096,"vint_2096","CO2 (GTC)",51.053897789964
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2097,"vint_2097","CO2 (GTC)",51.0539080187801
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2098,"vint_2098","CO2 (GTC)",51.0539181817001
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2099,"vint_2099","CO2 (GTC)",51.053928278724
"Policycosts_1","Global","Global","emissCO2CumGlobal2010to2100","classLabel1","class1","year",2100,"vint_2100","CO2 (GTC)",51.0539383098519
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",1975,"Vint_1975","CO2 (MTC)",0.62847
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",1975,"Vint_1975","CO2 (MTC)",-19.3153
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",1975,"Vint_1975","CO2 (MTC)",1.32677
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",1975,"Vint_1975","CO2 (MTC)",32.6251831
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",1975,"Vint_1975","CO2 (MTC)",9.8030527
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",1975,"Vint_1975","CO2 (MTC)",10.124736
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",1990,"Vint_1990","CO2 (MTC)",3.5079499
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",1990,"Vint_1990","CO2 (MTC)",0.2286713
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",1990,"Vint_1990","CO2 (MTC)",-30.8696
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",1990,"Vint_1990","CO2 (MTC)",26.4311905
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",1990,"Vint_1990","CO2 (MTC)",2.8638
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",1990,"Vint_1990","CO2 (MTC)",1.76818
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",1990,"Vint_1990","CO2 (MTC)",0.00020210716
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",1990,"Vint_1990","CO2 (MTC)",61.4409102
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",1990,"Vint_1990","CO2 (MTC)",60.2749304
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",1990,"Vint_1990","CO2 (MTC)",14.9574007
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",1990,"Vint_1990","CO2 (MTC)",0.534118
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",1990,"Vint_1990","CO2 (MTC)",2.59169
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",1990,"Vint_1990","CO2 (MTC)",19.183391
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2005,"Vint_2005","CO2 (MTC)",6.24943
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2005,"Vint_2005","CO2 (MTC)",0.26877597
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2005,"Vint_2005","CO2 (MTC)",-37.9633117
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2005,"Vint_2005","CO2 (MTC)",37.557397
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2005,"Vint_2005","CO2 (MTC)",2.402999
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2005,"Vint_2005","CO2 (MTC)",3.26789
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2005,"Vint_2005","CO2 (MTC)",0.0003477633
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2005,"Vint_2005","CO2 (MTC)",160.0549778
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2005,"Vint_2005","CO2 (MTC)",92.3039598
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2005,"Vint_2005","CO2 (MTC)",29.6060494
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2005,"Vint_2005","CO2 (MTC)",0.75646
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2005,"Vint_2005","CO2 (MTC)",8.0191493
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2005,"Vint_2005","CO2 (MTC)",33.6338284
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2010,"Vint_2010","CO2 (MTC)",6.959773
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2010,"Vint_2010","CO2 (MTC)",0.23981874
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2010,"Vint_2010","CO2 (MTC)",-41.6244618
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2010,"Vint_2010","CO2 (MTC)",45.708334
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2010,"Vint_2010","CO2 (MTC)",2.35527
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2010,"Vint_2010","CO2 (MTC)",6.06643
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2010,"Vint_2010","CO2 (MTC)",0.3117734
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2010,"Vint_2010","CO2 (MTC)",0.000356411
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2010,"Vint_2010","CO2 (MTC)",224.600234
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2010,"Vint_2010","CO2 (MTC)",132.1819211
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2010,"Vint_2010","CO2 (MTC)",47.8768704
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2010,"Vint_2010","CO2 (MTC)",1.340624
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2010,"Vint_2010","CO2 (MTC)",11.68998408
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2010,"Vint_2010","CO2 (MTC)",55.624587
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2015,"Vint_2015","CO2 (MTC)",8.1158859
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2015,"Vint_2015","CO2 (MTC)",0.79791786
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2015,"Vint_2015","CO2 (MTC)",-43.5409974
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2015,"Vint_2015","CO2 (MTC)",47.412892
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2015,"Vint_2015","CO2 (MTC)",1.6216
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2015,"Vint_2015","CO2 (MTC)",10.007
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2015,"Vint_2015","CO2 (MTC)",0.2625441
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2015,"Vint_2015","CO2 (MTC)",0.0457096
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2015,"Vint_2015","CO2 (MTC)",303.4878807
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2015,"Vint_2015","CO2 (MTC)",134.9752643
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2015,"Vint_2015","CO2 (MTC)",72.8792015
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2015,"Vint_2015","CO2 (MTC)",1.11582
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2015,"Vint_2015","CO2 (MTC)",11.09618304
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2015,"Vint_2015","CO2 (MTC)",76.896161
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2020,"Vint_2020","CO2 (MTC)",9.367335
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2020,"Vint_2020","CO2 (MTC)",0.96133296748069
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2020,"Vint_2020","CO2 (MTC)",-39.62839771
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2020,"Vint_2020","CO2 (MTC)",45.69552
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2020,"Vint_2020","CO2 (MTC)",1.748329
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2020,"Vint_2020","CO2 (MTC)",10.8356
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2020,"Vint_2020","CO2 (MTC)",0.329796
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2020,"Vint_2020","CO2 (MTC)",0.0919207
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2020,"Vint_2020","CO2 (MTC)",343.847263142617
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2020,"Vint_2020","CO2 (MTC)",153.6321735
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2020,"Vint_2020","CO2 (MTC)",95.5916817
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2020,"Vint_2020","CO2 (MTC)",1.1689342
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2020,"Vint_2020","CO2 (MTC)",11.10094791
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2020,"Vint_2020","CO2 (MTC)",85.3550898
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2025,"Vint_2025","CO2 (MTC)",9.38860202
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2025,"Vint_2025","CO2 (MTC)",2.34847613423735
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2025,"Vint_2025","CO2 (MTC)",-55.11765828
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2025,"Vint_2025","CO2 (MTC)",33.79745
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2025,"Vint_2025","CO2 (MTC)",2.059804
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2025,"Vint_2025","CO2 (MTC)",12.201
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2025,"Vint_2025","CO2 (MTC)",0.4077031
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2025,"Vint_2025","CO2 (MTC)",0.1468293
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2025,"Vint_2025","CO2 (MTC)",447.469078547255
"Policycosts_1","Global","Global","emissCO2BySector","sector","hydrogen","Year",2025,"Vint_2025","CO2 (MTC)",2.096897
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2025,"Vint_2025","CO2 (MTC)",199.2947294
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2025,"Vint_2025","CO2 (MTC)",121.5183952
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2025,"Vint_2025","CO2 (MTC)",1.2130592
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2025,"Vint_2025","CO2 (MTC)",16.7561894
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2025,"Vint_2025","CO2 (MTC)",107.93220555
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2030,"Vint_2030","CO2 (MTC)",7.7497906
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2030,"Vint_2030","CO2 (MTC)",4.60172311406452
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2030,"Vint_2030","CO2 (MTC)",-72.99844894
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2030,"Vint_2030","CO2 (MTC)",35.5557
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2030,"Vint_2030","CO2 (MTC)",2.534554
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2030,"Vint_2030","CO2 (MTC)",13.8919
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2030,"Vint_2030","CO2 (MTC)",0.47884267
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2030,"Vint_2030","CO2 (MTC)",0.2125712
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2030,"Vint_2030","CO2 (MTC)",562.773688200414
"Policycosts_1","Global","Global","emissCO2BySector","sector","hydrogen","Year",2030,"Vint_2030","CO2 (MTC)",5.304573
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2030,"Vint_2030","CO2 (MTC)",251.269409806
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2030,"Vint_2030","CO2 (MTC)",148.92332793
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2030,"Vint_2030","CO2 (MTC)",1.2392011
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2030,"Vint_2030","CO2 (MTC)",24.21036307
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2030,"Vint_2030","CO2 (MTC)",132.55025201
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2035,"Vint_2035","CO2 (MTC)",5.10260947
"Policycosts_1","Global","Global","emissCO2BySector","sector","alumina","Year",2035,"Vint_2035","CO2 (MTC)",7.71058466118003
"Policycosts_1","Global","Global","emissCO2BySector","sector","biomass","Year",2035,"Vint_2035","CO2 (MTC)",-85.36923115
"Policycosts_1","Global","Global","emissCO2BySector","sector","building","Year",2035,"Vint_2035","CO2 (MTC)",36.46139
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical energy use","Year",2035,"Vint_2035","CO2 (MTC)",3.325717
"Policycosts_1","Global","Global","emissCO2BySector","sector","chemical feedstocks","Year",2035,"Vint_2035","CO2 (MTC)",15.5534
"Policycosts_1","Global","Global","emissCO2BySector","sector","construction energy use","Year",2035,"Vint_2035","CO2 (MTC)",0.5392149
"Policycosts_1","Global","Global","emissCO2BySector","sector","desalinated water","Year",2035,"Vint_2035","CO2 (MTC)",0.3062509
"Policycosts_1","Global","Global","emissCO2BySector","sector","electricity","Year",2035,"Vint_2035","CO2 (MTC)",678.877092525103
"Policycosts_1","Global","Global","emissCO2BySector","sector","hydrogen","Year",2035,"Vint_2035","CO2 (MTC)",10.160368
"Policycosts_1","Global","Global","emissCO2BySector","sector","industry","Year",2035,"Vint_2035","CO2 (MTC)",304.765038302
"Policycosts_1","Global","Global","emissCO2BySector","sector","iron and steel","Year",2035,"Vint_2035","CO2 (MTC)",180.43659605
"Policycosts_1","Global","Global","emissCO2BySector","sector","mining energy use","Year",2035,"Vint_2035","CO2 (MTC)",1.24336302
"Policycosts_1","Global","Global","emissCO2BySector","sector","refining","Year",2035,"Vint_2035","CO2 (MTC)",31.86145147
"Policycosts_1","Global","Global","emissCO2BySector","sector","transport","Year",2035,"Vint_2035","CO2 (MTC)",156.87432577
"Policycosts_1","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2040,"Vint_2040","CO2 (MTC)",2.69782806
